serial_number,has_failed,alarm_triggered,first_alarm_date,actual_failure_date,days_to_failure_at_alarm,category,is_hit,is_fp_early,is_fp_cens,is_false_alarm,is_miss,is_correct_rejection,max_predicted_score,alarm_predicted_score,first_seen_date,days_since_observed
8HJZG4AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013505587121471763,,2018-11-14,
8HJZNVWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.011635763570666313,,2018-11-14,
8HK087WH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.055817391723394394,,2018-11-14,
8HK0HH3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0003830063506029546,,2018-11-14,
8HK12NNH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004970457521267235,,2018-11-14,
8HK17SKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.028237534686923027,,2018-11-14,
8HK17SWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014507295563817024,,2018-11-14,
8HK17SYH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.11324180662631989,,2018-11-14,
8HK19K9H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012301005190238357,,2018-11-14,
8HK19KVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011586787877604365,,2018-11-14,
8HK1KY3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001186927082017064,,2018-11-14,
8HK1LYPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0024286415427923203,,2018-11-14,
8HK1N18H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007127037388272583,,2018-11-14,
8HK1PV7H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015195279847830534,,2018-11-14,
8HK1UULH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001979890977963805,,2018-11-14,
8HK1XAAH,1,0,,2021-10-24,,Missed,0,0,0,0,1,0,0.0007363422191701829,,2018-11-14,
8HK224GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011599785648286343,,2018-11-14,
8HK25XSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00495749618858099,,2018-11-14,
8HK266WH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.009715392254292965,,2018-11-14,
8HK28TJH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0030836290679872036,,2018-11-14,
8HK28Y0H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014592224033549428,,2018-11-14,
8HK2A1EH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014924961142241955,,2019-06-01,
8HK2BA6H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0013710649218410254,,2018-11-14,
8HK2BAEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010598363587632775,,2018-11-14,
8HK2DVKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001062582596205175,,2018-11-14,
8HK2JXUH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008068206370808184,,2019-03-28,
8HK2KY6H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0016238868702203035,,2018-11-14,
8HK2MXPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0022751453798264265,,2018-11-14,
8HK2RMWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.014447865076363087,,2018-11-14,
8HK2RNWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000997442752122879,,2018-11-14,
8HK2RP9H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0021763367112725973,,2018-11-14,
8HK2VLMH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005281364428810775,,2018-11-14,
8HK2X4YH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010763105237856507,,2018-11-14,
8HK2ZPDH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000891666451934725,,2019-05-04,
8HK2ZT1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009789038449525833,,2018-11-14,
8HK31WMH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009271322633139789,,2019-05-04,
8HK31Y8H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007574398186989129,,2018-11-14,
8HK341ZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0048453956842422485,,2018-11-14,
8HK34EZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.009998464956879616,,2018-11-14,
8HK3BWZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004775972571223974,,2018-11-14,
8HK3GTLH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0068353889510035515,,2018-11-14,
8HK3GUXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012321971589699388,,2018-11-14,
8HK3MMSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020358047913759947,,2018-11-14,
8HK3NG2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.01009576115757227,,2018-11-14,
8HK3NJMH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012599930632859468,,2018-11-14,
8HK41HEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004006416420452297,,2018-11-14,
8HK69BMH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007737420964986086,,2019-03-01,
8HK6T2AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0025954884476959705,,2018-11-14,
8HK6TL7H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006552215781994164,,2018-11-14,
8HK6UUDH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000870453251991421,,2019-03-28,
8HK6V14H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0028265195433050394,,2018-11-14,
8HK6VSKH,1,1,2024-03-10,2024-03-10,0.0,On time,1,0,0,0,0,0,0.33336618542671204,0.33336618542671204,2018-11-14,1943.0
8HK70X7H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003923813346773386,,2018-11-14,
8HK7194H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00877439696341753,,2018-11-14,
8HK72J0H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001851743902079761,,2018-11-14,
8HK7DKMH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0003836330433841795,,2019-03-02,
8HK7E5DH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001310120802372694,,2018-11-14,
8HK7E68H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009159689070656896,,2018-11-14,
8HK7H58H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0016026810044422746,,2018-11-14,
8HK80P1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.032001279294490814,,2019-01-05,
8HKB2WEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.03653864189982414,,2019-01-05,
8HKB3M2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00045433995546773076,,2019-01-05,
8HKB4R4H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009212681325152516,,2019-05-04,
8HKBBKKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006312623620033264,,2018-11-14,
8HKBYNVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000567995011806488,,2019-05-04,
8HKE039H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.021872922778129578,,2018-11-14,
8HKE6E1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014889047015458345,,2019-01-05,
8HKE8S7H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.020583748817443848,,2019-01-05,
8HKEAWEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009677136549726129,,2019-06-01,
8HKEKYRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007976144552230835,,2019-06-01,
8HKG0GWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005185080808587372,,2019-01-05,
8HKHPZHH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012719102669507265,,2019-06-01,
8HKJ4MAH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008366776164621115,,2019-03-01,
8HKJ5KDH,1,0,,2025-06-29,,Missed,0,0,0,0,1,0,0.0009224736713804305,,2018-11-14,
8HKL6STH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004202341660857201,,2019-03-02,
8HKLRUSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.22800299525260925,,2019-03-01,
8HKM415H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004941675579175353,,2019-03-01,
8HKM5RVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001141559798270464,,2019-03-28,
8HKM654H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008139255805872381,,2019-03-28,
8HKM9Z1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005998637061566114,,2019-03-28,
8HKMR21H,1,0,,2020-09-02,,Missed,0,0,0,0,1,0,0.02245977707207203,,2019-03-28,
8HKNMW1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008592542144469917,,2019-05-04,
8HKNN28H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04144150763750076,,2019-06-01,
8HKPM7RH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00042952605872415006,,2019-03-02,
8HKPZY9H,1,0,,2024-08-13,,Missed,0,0,0,0,1,0,0.13741159439086914,,2019-03-28,
8HKRER2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0037955085281282663,,2019-06-01,
8HKS4X3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.07816886156797409,,2019-03-02,
8HKTBA3H,1,0,,2024-09-22,,Missed,0,0,0,0,1,0,0.08298293501138687,,2019-03-01,
8HKTE54H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010850385297089815,,2019-03-01,
8HKTH2SH,1,0,,2023-11-27,,Missed,0,0,0,0,1,0,0.0013588306028395891,,2019-03-01,
8HKTK0XH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007042092620395124,,2019-01-05,
8HKU0DXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0018954670522361994,,2019-03-01,
8HKU3YTH,1,0,,2024-07-13,,Missed,0,0,0,0,1,0,0.17734818160533905,,2019-03-01,
8HKU4WXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00939664151519537,,2019-01-05,
8HKUEJHH,1,0,,2025-04-25,,Missed,0,0,0,0,1,0,0.0008737797033973038,,2019-03-28,
8HKVW60H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010746476473286748,,2019-03-28,
8HKW4NPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002647481160238385,,2019-06-01,
8HKWV1GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00058220379287377,,2019-01-05,
8HKWXJYH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010129420552402735,,2019-03-28,
8HKY0KHH,1,1,2023-11-28,2024-05-14,168.0,Early,0,1,0,1,0,0,0.5227892398834229,0.3284425139427185,2019-03-01,1733.0
8HKY66PH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006792237400077283,,2019-03-01,
8HKYJ38H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008344515226781368,,2019-03-28,
8HKYZ6YH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006275333580560982,,2019-03-28,
8HKZ213H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00048730705748312175,,2019-01-05,
8HKZDBRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006212913431227207,,2019-06-01,
8HKZL75H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02080049365758896,,2019-05-04,
AAG0EXPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00037921586772426963,,2019-01-05,
AAG0LHRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010913319420069456,,2019-01-05,
AAG121VH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005434796214103699,,2019-03-01,
AAG16VPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006809711339883506,,2019-01-05,
AAG18L0H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008498713723383844,,2019-03-28,
AAG18MEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009683845564723015,,2019-03-01,
AAG197UH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011730531696230173,,2019-06-01,
AAG1LSNH,1,0,,2025-07-30,,Missed,0,0,0,0,1,0,0.07123393565416336,,2019-01-05,
AAG1LSVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004141933750361204,,2019-01-05,
AAG1LW3H,1,0,,2024-09-03,,Missed,0,0,0,0,1,0,0.1367494761943817,,2019-01-05,
AAG1PLVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008666380308568478,,2019-03-28,
AAG1PM9H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007754597463645041,,2019-03-28,
AAG1RJAH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.07220673561096191,,2019-03-28,
AAG1RK5H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006048814975656569,,2019-01-05,
AAG1RR9H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008592304075136781,,2019-03-28,
AAG1RUJH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009783257264643908,,2019-03-28,
AAG1TGGH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000828998105134815,,2019-01-05,
AAG1VJYH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005396815249696374,,2019-03-28,
AAG1VNPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00046538139577023685,,2019-01-05,
AAG1Z4AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.031520016491413116,,2019-08-13,
AAG23A2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.08087080717086792,,2019-01-05,
AAG23AKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008385174442082644,,2019-01-05,
AAG23AVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008421081001870334,,2019-03-28,
AAG246TH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010139655787497759,,2019-06-01,
AAG24UVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006889113574288785,,2019-01-05,
AAG24VXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005996887339279056,,2019-01-05,
AAG26NBH,1,0,,2023-10-19,,Missed,0,0,0,0,1,0,0.08084502816200256,,2019-03-28,
AAG26TPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04314667358994484,,2019-03-28,
AAG26U9H,1,0,,2023-01-26,,Missed,0,0,0,0,1,0,0.035551559180021286,,2019-06-01,
AAG27VEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008904642309062183,,2019-03-28,
AAG27W2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005611224332824349,,2019-03-01,
AAG27XPH,1,0,,2025-10-06,,Missed,0,0,0,0,1,0,0.0012592712882906199,,2019-03-28,
AAG27ZLH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001218809513375163,,2019-03-28,
AAG281TH,1,0,,2024-07-25,,Missed,0,0,0,0,1,0,0.08469322323799133,,2019-01-05,
AAG2GGJH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008966824971139431,,2019-06-01,
AAG2JGJH,1,0,,2026-02-10,,Missed,0,0,0,0,1,0,0.03699265420436859,,2019-06-01,
AAG2JL4H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000612405186984688,,2019-01-05,
AAG2RZJH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000612409261520952,,2019-03-28,
AAG2S62H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010172587353736162,,2019-03-28,
AAG2S9YH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010153759503737092,,2019-06-01,
AAG2SAYH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006646138499490917,,2019-08-14,
AAG2SJ3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000743403856176883,,2019-08-13,
AAG2VSVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012581078335642815,,2019-03-28,
AAG2Y6JH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001146920258179307,,2019-03-28,
AAG2Z67H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000767626625020057,,2019-06-01,
AAG2ZU1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012162894709035754,,2019-06-01,
AAG305AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001203159336000681,,2019-06-01,
AAG306GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.011910216882824898,,2019-01-05,
AAG34Z4H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007134298211894929,,2019-01-05,
AAG350BH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.09266696125268936,,2019-03-28,
AAG350TH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009937681024894118,,2019-03-28,
AAG3512H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005269188550300896,,2019-03-28,
AAG352AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008971368079073727,,2019-06-01,
AAG353EH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006858899723738432,,2019-01-05,
AAG35LWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.12323898822069168,,2019-01-05,
AAG401PH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008824276155792177,,2019-01-05,
AAG46YHH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007193526835180819,,2019-03-28,
AAG477BH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0010415581054985523,,2019-01-05,
AAG478DH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009540306637063622,,2019-03-28,
AAG48B3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009167721727862954,,2019-03-02,
AAG4AA9H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.025778863579034805,,2019-03-01,
AAG4VESH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.2853713035583496,,2019-03-01,
AAG4Z4YH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.007268556393682957,,2019-03-01,
AAG4Z52H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001738123595714569,,2019-03-02,
AAG4Z5AH,1,0,,2025-03-14,,Missed,0,0,0,0,1,0,0.16030460596084595,,2019-01-05,
AAG4ZABH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001630342216230929,,2019-03-01,
AAG51RHH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007754446123726666,,2019-01-05,
AAG540GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012693655444309115,,2019-03-28,
AAG5DTTH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009983283234760165,,2019-03-28,
AAG5Y4DH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005075932713225484,,2019-01-05,
AAG5Y4LH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006383613217622042,,2019-01-05,
AAG5Y4TH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005692211561836302,,2019-01-05,
AAG5Y4UH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008104537264443934,,2019-01-05,
AAG5Y5UH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.01815100945532322,,2019-01-05,
AAG5YJ4H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004611789248883724,,2019-03-28,
AAG5YLKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005703840870410204,,2019-03-01,
AAG5YYBH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007898306357674301,,2019-01-05,
AAG5YYKH,1,0,,2025-09-30,,Missed,0,0,0,0,1,0,0.12510044872760773,,2019-01-05,
AAG5YZ8H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005852367030456662,,2019-03-28,
AAG5YZZH,1,0,,2025-07-30,,Missed,0,0,0,0,1,0,0.014991768635809422,,2019-03-02,
AAG613MH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004499388160184026,,2019-01-05,
AAG613RH,1,0,,2025-06-06,,Missed,0,0,0,0,1,0,0.0007880529155954719,,2019-01-05,
AAG61KPH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00621030293405056,,2019-03-28,
AAG61LHH,1,0,,2024-05-17,,Missed,0,0,0,0,1,0,0.14578576385974884,,2019-03-01,
AAG61NEH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008197032148018479,,2019-01-05,
AAG61NZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.04282718151807785,,2019-03-28,
AAG61P2H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011990406783297658,,2019-03-01,
AAG61UMH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00797436572611332,,2019-01-05,
AAG61WRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005408092401921749,,2019-03-01,
AAG61Z1H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006114632706157863,,2019-01-05,
AAG61ZAH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014582964358851314,,2019-03-01,
AAG620PH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007451138226315379,,2019-03-28,
AAG621WH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006882346933707595,,2019-01-05,
AAG623DH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006014230893924832,,2019-01-05,
AAG6376H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.003887638682499528,,2019-03-28,
AAG637RH,1,0,,2022-05-21,,Missed,0,0,0,0,1,0,0.0003887946659233421,,2019-01-05,
AAG6381H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000453155895229429,,2019-01-05,
AAG638GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000801092479377985,,2019-01-05,
AAG639BH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008531982079148293,,2019-01-05,
AAG63DLH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0018101249588653445,,2019-03-28,
AAG63JSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015029229689389467,,2019-03-02,
AAG63PJH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006072312244214118,,2019-03-28,
AAG63PKH,1,1,2022-05-20,2022-05-22,2.0,On time,1,0,0,0,0,0,0.35970959067344666,0.33462345600128174,2019-03-01,1176.0
AAG63PLH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0009748999145813286,,2019-03-01,
AAG63RGH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0011363887460902333,,2019-03-01,
AAG63TMH,1,1,2024-09-05,2025-09-02,362.0,Early,0,1,0,1,0,0,0.5177851915359497,0.3528428077697754,2019-03-02,2014.0
AAG63TSH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.02241826057434082,,2019-03-28,
AAG63V6H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.03651702031493187,,2019-03-28,
AAG63WHH,1,0,,2025-11-30,,Missed,0,0,0,0,1,0,0.09034743905067444,,2019-01-05,
AAG63Z8H,1,1,2025-09-20,2025-09-28,8.0,On time,1,0,0,0,0,0,0.5088168978691101,0.34022411704063416,2019-03-01,2395.0
AAG6417H,1,0,,2024-06-06,,Missed,0,0,0,0,1,0,0.23972119390964508,,2019-03-01,
AAG6436H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0017557548126205802,,2019-06-01,
AAG64VXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.021475374698638916,,2019-01-05,
AAG6509H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0005930735496804118,,2019-03-28,
AAG67UZH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.006082484964281321,,2019-03-28,
AAG67V3H,1,0,,2025-06-20,,Missed,0,0,0,0,1,0,0.10296935588121414,,2019-03-01,
AAG67VBH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.008295802399516106,,2019-03-28,
AAG67W3H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00045137363485991955,,2019-03-01,
AAG67Z8H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0020015209447592497,,2019-06-01,
AAG682YH,1,1,2024-06-28,2024-07-04,6.0,On time,1,0,0,0,0,0,0.3652722239494324,0.3354441225528717,2019-03-28,1919.0
AAG683JH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0008968641050159931,,2019-03-01,
AAG686GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0012507984647527337,,2019-03-02,
AAG6870H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015203759539872408,,2019-01-05,
AAG6878H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0007891779532656074,,2019-01-05,
AAG687GH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.002182976109907031,,2019-03-01,
AAG687MH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001214999589137733,,2019-03-28,
AAG68AGH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000498729816172272,,2019-06-01,
AAG68AKH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.12141356617212296,,2019-03-02,
AAG68AUH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0006257023778744042,,2019-01-05,
AAG68AXH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000877603713888675,,2019-03-28,
AAG68BRH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.15126529335975647,,2019-01-05,
AAG68EWH,1,0,,2023-04-01,,Missed,0,0,0,0,1,0,0.05066670477390289,,2019-01-05,
AAG68EXH,1,0,,2024-06-19,,Missed,0,0,0,0,1,0,0.053435858339071274,,2019-01-05,
AAG68KVH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0014908910961821675,,2019-01-05,
AAG691PH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.00109361473005265,,2019-06-01,
AAG691VH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0433456152677536,,2019-01-05,
AAG69LHH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0004158248193562031,,2019-06-01,
AAG69TTH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.0015483276220038533,,2019-03-01,
AAG69WWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.000567091628909111,,2019-01-05,
AAG69YWH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.005427843891084194,,2019-03-02,
AAG6A03H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001422201981768012,,2019-03-02,
AAG6A07H,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.004944146610796452,,2019-03-01,
AAG6A0AH,0,0,,,,Censored No Alarm,0,0,0,0,0,1,0.001014554058201611,,2019-01-05,
